Step,Learning Rate,Train Loss,Validation Loss,Perplexity,Time Elapsed
0,1.1920928955078125e-06,0.0,7.643589019775391,7.643272399902344,2086.560791015625,1e-06,0.0
10,24.68013596534729,13277.074984011166,5.97164249420166,6.249506950378418,517.7575073242188,tensor(0.0100),"tensor(2.4351, device='mps:0')"
20,47.964481830596924,14072.974259029583,6.0309576988220215,6.035233020782471,417.89617919921875,tensor(0.0097),"tensor(0.3426, device='mps:0')"
30,71.39389300346375,13985.840172521292,5.956810474395752,5.945624828338623,382.0780334472656,tensor(0.0087),"tensor(0.3995, device='mps:0')"
40,94.78348803520203,14009.64828828194,5.569033145904541,5.683024883270264,293.8369140625,tensor(0.0073),"tensor(0.3876, device='mps:0')"
50,119.28017210960388,13376.504305838425,5.330458164215088,5.4849042892456055,241.02587890625,tensor(0.0055),"tensor(0.2281, device='mps:0')"
60,142.86883997917175,13891.416073679402,4.996399402618408,4.964105606079102,143.18043518066406,tensor(0.0037),"tensor(0.2280, device='mps:0')"
70,166.54838395118713,13838.104331200553,4.722814559936523,4.635739803314209,103.10416412353516,tensor(0.0021),"tensor(0.2012, device='mps:0')"
80,189.68121981620789,14165.14611144093,5.012369155883789,4.567610740661621,96.31371307373047,tensor(0.0008),"tensor(0.2316, device='mps:0')"
90,212.64790678024292,14267.621643171022,4.5568718910217285,4.524054050445557,92.20865631103516,tensor(0.0002),"tensor(0.1872, device='mps:0')"
99,233.44233083724976,14182.263437136515,4.414513111114502,4.685787200927734,108.39556884765625,0.0001,"tensor(0.2131, device='mps:0')"
